"","PHRASE_STUB","PHRASE","ORIGINALPHRASE","WORDS","ALPHA","BETA","DEM_COUNT","REP_COUNT","slant","Rshare"
"814","sexoffender","sex offender","sex offenders",2,-0.0042957,0.0152382,100,184,84,0.647887323943662
"815","sexoffenderregistrat","sex offender registration","sex offender registration",3,-0.0004108,0.0014705,1,19,18,0.95
"816","sexualpredator","sexual predator","sexual predators",2,0.002766,-0.0033202,151,50,-101,0.248756218905473
"817","singleday","single day","single day",2,0.0004007,0.0015502,168,51,-117,0.232876712328767
"818","sneakpeeksearche","sneak peek searche","sneak and peek searches",3,0.0003059,-0.0004129,23,1,-22,0.0416666666666667
"819","sniperrifle","sniper rifle","sniper rifles",2,0.0004696,-0.0005754,66,2,-64,0.0294117647058824
"820","socialsecuritybenefi","social security benefit","social security benefits",3,0.0021331,-0.0007016,262,121,-141,0.315926892950392
"821","socialsecuritycard","social security card","social security card",3,-5.46e-05,0.0007591,6,27,21,0.818181818181818
"822","socialsecuritycrisi","social security crisi","social security crisis",3,0.0002215,-1.77e-05,44,8,-36,0.153846153846154
"823","socialsecurityplan","social security plan","social security plan",3,0.0004015,-0.0001601,73,13,-60,0.151162790697674
"824","socialsecuritypresid","social security president","social security the president",3,0.0005459,-0.0003752,85,19,-66,0.182692307692308
"825","socialsecuritypriva2","social security private","social security and private",3,0.000243,-0.000337,35,1,-34,0.0277777777777778
"826","socialsecurityprivat","social security privatization","social security privatization",3,0.0015704,-0.0024,85,0,-85,0
"827","socialsecurityprogra","social security program","social security program",3,0.000451,0.0007241,115,47,-68,0.290123456790123
"828","socialsecurityreform","social security reform","social security reform",3,-0.0014056,0.00421,26,76,50,0.745098039215686
"829","socialsecurityshortf","social security shortfal","social security shortfall",3,0.0002519,-0.0002776,28,2,-26,0.0666666666666667
"830","socialsecuritysolven","social security solvency","social security solvency",3,0.000191,-0.0001833,31,2,-29,0.0606060606060606
"831","socialsecuritysurplu","social security surplu","social security surplus",3,0.0022878,-0.003277,63,21,-42,0.25
"832","socialsecuritysystem","social security system","social security system",3,0.0011655,0.0016379,140,215,75,0.605633802816901
"833","socialsecuritytrust","social security trust","social security trust",3,0.0012248,0.000429,305,62,-243,0.168937329700272
"834","solarenergy","solar energy","solar energy",2,0.0011352,-0.0011923,9,46,37,0.836363636363636
"835","solesourcecontract","sole source contract","sole source contracts",3,5.81e-05,-4.57e-05,19,0,-19,0
"836","solvencysocialsecuri","solvency social security","solvency of social security",3,0.0005178,-0.0003661,70,11,-59,0.135802469135802
"837","southcarolinasenator","south carolina senator","south carolina and the senator",3,1.75e-05,9.56e-05,4,27,23,0.870967741935484
"838","southeasttexa","southeast texa","southeast texas",2,-0.0004469,0.0012405,2,45,43,0.957446808510638
"839","sovietunion","soviet union","soviet union",2,0.0002351,0.0044803,129,199,70,0.606707317073171
"840","speakertable","speaker table","speaker table",2,-0.0007423,0.0028008,0,28,28,1
"841","spendmoney","spend money","spend money",2,-0.0003587,0.0082483,180,272,92,0.601769911504425
"842","spendingcut","spending cut","spending cuts",2,0.0012414,-2.96e-05,209,43,-166,0.170634920634921
"843","spendingcutbil","spending cut bil","spending cut bill",3,0.000142,0.0001815,20,0,-20,0
"844","spendingsocialsecuri","spending social security","spending social security",3,-0.0003879,0.0011319,2,17,15,0.894736842105263
"845","stpaul","st paul","st paul",2,0.0009914,-0.0007953,18,54,36,0.75
"846","starttalking","start talking","start talking",2,0.000532,-0.0003852,98,22,-76,0.183333333333333
"847","stemcel","stem cel","stem cell",2,0.0028674,0.0124933,452,1247,795,0.733961153619776
"848","stemcelline","stem cel line","stem cell lines",3,0.0005892,-6.42e-05,38,109,71,0.741496598639456
"849","strategicpetroleumre","strategic petroleum reserve","strategic petroleum reserve",3,0.0003712,-0.0002254,60,10,-50,0.142857142857143
"850","stressdisorder","stress disorder","stress disorder",2,0.0004696,-0.0004256,53,5,-48,0.0862068965517241
"851","strongopposition","strong opposition","strong opposition",2,0.0062051,-0.0067183,186,55,-131,0.228215767634855
"852","strongsupport","strong support","strong support",2,0.0004982,0.0346727,519,587,68,0.530741410488246
"853","studentaid","student aid","student aid",2,0.0023855,-0.0031812,128,21,-107,0.140939597315436
"854","studentaidprogram","student aid program","student aid programs",3,0.0005745,-0.0007815,32,5,-27,0.135135135135135
"855","studentloan","student loan","student loans",2,0.0066911,-0.0087052,416,101,-315,0.195357833655706
"856","studentloancut","student loan cut","student loan cuts",3,0.0002497,-0.000338,20,1,-19,0.0476190476190476
"857","studentloanprogram","student loan program","student loan programs",3,0.001041,-0.0013197,65,13,-52,0.166666666666667
"858","suicidebomber","suicide bomber","suicide bombers",2,-4.24e-05,0.0016777,30,77,47,0.719626168224299
"859","summacumlaude","summa cum laude","summa cum laude",3,-4.73e-05,0.0001734,1,19,18,0.95
"860","supplinaturalga","suppli natural ga","supplies of natural gas",3,-2.71e-05,0.0001523,3,19,16,0.863636363636364
"861","supplynaturalga","supply natural ga","supply of natural gas",3,-6.32e-05,0.0002751,3,28,25,0.903225806451613
"862","supportboyscout","support boy scout","support the boy scouts",3,-0.0004497,0.0014308,3,18,15,0.857142857142857
"863","supremecourtrejected","supreme court rejected","supreme court rejected",3,7.08e-05,-9.34e-05,24,2,-22,0.0769230769230769
"864","supremecourttexa","supreme court texa","supreme court of texas",3,-7.35e-05,0.000441,6,36,30,0.857142857142857
"865","supremecourtunited","supreme court united","supreme court of the united",3,0.000105,0.0003231,27,91,64,0.771186440677966
"866","surplusocialsecurity","surplu social security","surplus in social security",3,0.0005407,-0.0008022,30,5,-25,0.142857142857143
"867","systemcheckbal","system check bal","system of checks and balances",3,0.0005107,-0.0004984,95,15,-80,0.136363636363636
"868","taxbreak","tax break","tax breaks",2,0.0073337,-0.0097956,501,25,-476,0.0475285171102662
"869","taxbreakcompani","tax break compani","tax breaks to companies",3,0.0005969,-0.0008752,17,0,-17,0
"870","taxbreakoil","tax break oil","tax breaks to oil",3,0.0002592,-0.0003787,16,0,-16,0
"871","taxbreakrich","tax break rich","tax breaks for the rich",3,0.0005466,-0.000834,26,1,-25,0.037037037037037
"872","taxbreakwealthy","tax break wealthy","tax breaks for the wealthy",3,0.0002184,-0.0003336,25,0,-25,0
"873","taxcutbenefit","tax cut benefit","tax cuts that benefit",3,0.0006214,-0.0009216,26,1,-25,0.037037037037037
"874","taxcutbil","tax cut bil","tax cut bill",3,0.0004371,-0.0005622,39,3,-36,0.0714285714285714
"875","taxcutpeople","tax cut people","tax cuts for people",3,0.0015132,-0.0021852,79,6,-73,0.0705882352941176
"876","taxcutpermanent","tax cut permanent","tax cuts permanent",3,0.0004915,-0.0004363,48,10,-38,0.172413793103448
"877","taxcutrich","tax cut rich","tax cuts for the rich",3,0.0008058,-0.0010077,54,8,-46,0.129032258064516
"878","taxcutspending","tax cut spending","tax cuts and spending",3,6.33e-05,8.3e-05,32,1,-31,0.0303030303030303
"879","taxcutwealthy","tax cut wealthy","tax cuts for the wealthy",3,0.0023379,-0.0034612,115,2,-113,0.0170940170940171
"880","taxhaven","tax haven","tax haven",2,0.000174,-0.0001973,50,0,-50,0
"881","taxincrease","tax increase","tax increase",2,2.93e-05,0.0047738,83,253,170,0.75297619047619
"882","taxrate","tax rate","tax rates",2,-0.0004603,0.0036149,105,179,74,0.630281690140845
"883","taxrelief","tax relief","tax relief",2,-0.0025937,0.0126956,176,497,321,0.738484398216939
"884","taxreliefact","tax relief act","tax relief act",3,-0.0004426,0.0020114,18,41,23,0.694915254237288
"885","taxreliefpackage","tax relief package","tax relief package",3,-4.5e-05,0.0002476,3,26,23,0.896551724137931
"886","taxrepeal","tax repeal","tax repeal",2,-0.0009267,0.0029323,6,42,36,0.875
"887","taxrevenue","tax revenue","tax revenue",2,-0.0003976,0.0036217,82,150,68,0.646551724137931
"888","teltruth","tel truth","tell the truth",2,0.0012771,-0.0015715,94,22,-72,0.189655172413793
"889","temporaryworker","temporary worker","temporary worker",2,-0.000759,0.0023656,10,81,71,0.89010989010989
"890","temporaryworkerprogr","temporary worker program","temporary worker program",3,-0.000631,0.0016836,2,38,36,0.95
"891","tencommandment","ten commandment","ten commandments",2,-0.0008325,0.0027802,14,73,59,0.839080459770115
"892","termcareinsurance","term care insurance","term care insurance",3,-1.62e-05,0.0001877,0,24,24,1
"893","terrischiavo","terri schiavo","terri schiavo",2,0.0004006,0.007371,60,166,106,0.734513274336283
"894","terrorismriskinsuran","terrorism risk insurance","terrorism risk insurance",3,0.0011438,-0.0008253,60,19,-41,0.240506329113924
"895","terroristwatchlist","terrorist watch list","terrorist watch list",3,0.0015458,-0.0024296,49,5,-44,0.0925925925925926
"896","thirdquarterprofit","third quarter profit","third quarter profits",3,9.52e-05,-0.0001043,18,0,-18,0
"897","thirdtime","third time","third time",2,-0.0001129,0.002799,75,232,157,0.755700325732899
"898","throughoutmiddleeast","throughout middle east","throughout the middle east",3,-8.88e-05,0.0003861,3,24,21,0.888888888888889
"899","timberindustry","timber industry","timber industry",2,-0.0006359,0.0016927,2,45,43,0.957446808510638
"900","timbersale","timber sale","timber sales",2,-0.0001437,0.00056,2,35,33,0.945945945945946
"901","timemove","time move","time and i move",2,-0.0015154,0.0050971,37,118,81,0.761290322580645
"902","timevote","time vote","time to vote",2,-0.0017457,0.0052746,56,110,54,0.662650602409639
"903","timewhitehouse","time white house","time the white house",3,0.0002026,-0.0002858,20,1,-19,0.0476190476190476
"904","titleix","title ix","title ix",2,0.0004473,-0.0001221,100,24,-76,0.193548387096774
"905","tongassnationalfores","tongass national forest","tongass national forest",3,-0.0001283,0.000583,2,28,26,0.933333333333333
"906","tradeadjustmentassis","trade adjustment assistance","trade adjustment assistance",3,0.0004137,-0.0002597,44,6,-38,0.12
"907","tradeagreement","trade agreement","trade agreement",2,0.0125184,-0.0048779,1750,570,-1180,0.245689655172414
"908","tradecommission","trade commission","trade commission",2,0.0005507,0.0014078,178,59,-119,0.248945147679325
"909","tradedeal","trade deal","trade deal",2,0.0007896,-0.0005664,77,4,-73,0.0493827160493827
"910","tradedeficit","trade deficit","trade deficit",2,0.0034278,-0.0002794,795,144,-651,0.153354632587859
"911","tradedeficitchina","trade deficit china","trade deficit with china",3,0.0005681,-0.0007536,55,11,-44,0.166666666666667
"912","tradepolici","trade polici","trade policies",2,0.0020975,-0.0026817,118,24,-94,0.169014084507042
"913","tradepolicy","trade policy","trade policy",2,0.0014719,-0.0007608,249,38,-211,0.132404181184669
"914","traininghealthcare","training health care","training and health care",3,8.49e-05,-7.2e-05,16,0,-16,0
"915","transitsystem","transit system","transit systems",2,0.0031429,-0.0020421,180,48,-132,0.210526315789474
"916","traumaticstress","traumatic stress","traumatic stress",2,0.000694,-0.0007525,54,7,-47,0.114754098360656
"917","traumaticstressdisor","traumatic stress disorder","traumatic stress disorder",3,0.0004471,-0.0003946,47,5,-42,0.0961538461538462
"918","triallawyer","trial lawyer","trial lawyers",2,-0.0006092,0.0026669,35,104,69,0.748201438848921
"919","trilliontaxcut","trillion tax cut","trillion in tax cuts",3,-0.0001277,0.0005353,21,1,-20,0.0454545454545455
"920","troopbringhome","troop bring home","troops by bringing them home",3,0.0006743,-0.0011671,16,0,-16,0
"921","troopfamili","troop famili","troops and their families",2,0.0001736,0.0001765,63,10,-53,0.136986301369863
"922","troophome","troop home","troops home",2,0.0024836,-0.0027184,217,49,-168,0.184210526315789
"923","troopiraq","troop iraq","troops in iraq",2,0.0025868,-0.0022509,185,69,-116,0.271653543307087
"924","tuskegeairmen","tuskege airmen","tuskegee airmen",2,0.0092116,-0.0108661,152,60,-92,0.283018867924528
"925","typestemcel","type stem cel","types of stem cells",3,-3.09e-05,0.0002402,3,18,15,0.857142857142857
"926","umbiliccord","umbilic cord","umbilical cord",2,0.0008314,-0.0004427,28,70,42,0.714285714285714
"927","umbiliccordblood","umbilic cord blood","umbilical cord blood",3,0.0002572,-5.81e-05,11,34,23,0.755555555555556
"928","unofficial","un official","un officials",2,-5.4e-05,0.0006212,0,27,27,1
"929","unpeacekeeper","un peacekeeper","un peacekeepers",2,-0.0002258,0.0013789,13,50,37,0.793650793650794
"930","unreform","un reform","un reform",2,0.001443,-0.0003018,45,122,77,0.730538922155689
"931","unbornchild","unborn child","unborn child",2,-0.0002078,0.0007845,3,30,27,0.909090909090909
"932","undergroundstorageta","underground storage tank","underground storage tank",3,-0.0019933,0.0068883,24,63,39,0.724137931034483
"933","unitedairforce","united air force","united states air force",3,-0.000313,0.0014499,10,30,20,0.75
"934","unitedairline","united airline","united airlines",2,0.0021011,-0.0029913,117,11,-106,0.0859375
"935","unitedairlineemploye","united airline employe","united airlines employees",3,0.000196,-0.0003197,15,0,-15,0
"936","unitednationoil","united nation oil","united nations oil",3,-7.2e-05,0.0003031,0,14,14,1
"937","unitednationreform","united nation reform","united nations reform",3,-0.000742,0.0028588,18,59,41,0.766233766233766
"938","unitedpostalservice","united postal service","united states postal service",3,0.0006147,0.0015396,25,76,51,0.752475247524752
"939","unitedsupremecourt","united supreme court","united states supreme court",3,0.0006215,0.0007955,47,79,32,0.626984126984127
"940","unitedtraderepresent","united trade representative","united states trade representative",3,-0.0005973,0.0018065,10,32,22,0.761904761904762
"941","universalhealth","universal health","universal health",2,0.0011003,-0.0018073,49,4,-45,0.0754716981132075
"942","universalhealthcare","universal health care","universal health care",3,0.0008894,-0.0014485,43,4,-39,0.0851063829787234
"943","urbanaffair","urban affair","urban affairs",2,-0.0001956,0.0009318,16,68,52,0.80952380952381
"944","urgesupport","urge support","urge support",2,-0.0027529,0.0165383,110,224,114,0.67065868263473
"945","urgeswiftpassage","urge swift passage","urge swift passage",3,0.0011064,-0.0018503,30,1,-29,0.032258064516129
"946","usingadultstem","using adult stem","using adult stem",3,-9.69e-05,0.0003082,0,13,13,1
"947","vahealthcare","va health care","va health care",3,0.0001838,0.0016369,188,9,-179,0.0456852791878173
"948","vahospital","va hospital","va hospitals",2,0.0003496,4.9e-05,72,12,-60,0.142857142857143
"949","validdriverlicense","valid driver license","valid driver licenses",3,-0.0001207,0.0006608,0,13,13,1
"950","veteranhealth","veteran health","veterans health",2,0.0032338,-0.0010321,421,81,-340,0.161354581673307
"951","veteranhealthcare","veteran health care","veterans health care",3,0.0027875,-0.0010904,384,58,-326,0.131221719457014
"952","vicepresidentcheney","vice president cheney","vice president cheney",3,0.0014117,-0.0018315,127,7,-120,0.0522388059701493
"953","vicepresidentunited","vice president united","vice president of the united",3,0.0007801,-0.0009091,52,16,-36,0.235294117647059
"954","victimdomestic","victim domestic","victims of domestic",2,0.0021074,-0.0023685,108,29,-79,0.211678832116788
"955","victimdomesticviolen","victim domestic violence","victims of domestic violence",3,0.0016504,-0.0018062,93,27,-66,0.225
"956","victimgunviolence","victim gun violence","victims of gun violence",3,0.0005412,-0.0008495,44,1,-43,0.0222222222222222
"957","victimidentitytheft","victim identity theft","victims of identity theft",3,4.73e-05,-2.99e-05,19,1,-18,0.05
"958","violencesexualassaul","violence sexual assault","violence and sexual assault",3,0.0009657,-0.0008934,69,18,-51,0.206896551724138
"959","violencewomen","violence women","violence against women",2,0.0034934,-0.0034016,233,86,-147,0.269592476489028
"960","violencewomenact","violence women act","violence against women act",3,0.0023461,-0.002607,144,56,-88,0.28
"961","violentsexualpredato","violent sexual predator","violent sexual predator",3,-1.68e-05,5.66e-05,20,0,-20,0
"962","votecounted","vote counted","vote is counted",2,0.0019897,-0.0023644,81,20,-61,0.198019801980198
"963","votejudicialnomine","vote judicial nomine","vote on judicial nominees",3,-3.02e-05,0.000344,17,48,31,0.738461538461539
"964","voterregistration","voter registration","voter registration",2,0.0042543,-0.0064959,92,24,-68,0.206896551724138
"965","votingmachine","voting machine","voting machines",2,0.0042671,-0.0060952,94,17,-77,0.153153153153153
"966","votingright","voting right","voting rights",2,0.0025204,-0.0034139,198,44,-154,0.181818181818182
"967","votingrightact","voting right act","voting rights act",3,0.0013596,-0.0017801,112,31,-81,0.216783216783217
"968","votingsystem","voting system","voting system",2,0.0012403,-0.0017868,49,5,-44,0.0925925925925926
"969","wageworker","wage worker","wage workers",2,0.0006051,-0.0007119,99,28,-71,0.220472440944882
"970","warcost","war cost","war costs",2,0.0001877,0.000121,80,16,-64,0.166666666666667
"971","wariraq","war iraq","war in iraq",2,0.011651,-0.0145443,748,162,-586,0.178021978021978
"972","wariraqafghanistan","war iraq afghanistan","war in iraq and afghanistan",3,0.0006144,-0.0005171,83,17,-66,0.17
"973","warterror","war terror","war on terror",2,0.0097892,-0.0021556,237,604,367,0.718192627824019
"974","warterrorism","war terrorism","war on terrorism",2,-0.0022343,0.0128975,223,369,146,0.623310810810811
"975","warrenbuffett","warren buffett","warren buffett",2,2.04e-05,2.56e-05,32,0,-32,0
"976","washingtondc","washington dc","washington dc",2,0.0019246,0.0083058,381,493,112,0.564073226544622
"977","watchlist","watch list","watch list",2,0.0017289,-0.0025782,68,11,-57,0.139240506329114
"978","wateract","water act","water act",2,0.0023728,-0.0033919,106,27,-79,0.203007518796992
"979","waterconservationfun","water conservation fund","water conservation fund",3,0.0004624,-0.0005089,38,9,-29,0.191489361702128
"980","weapongradeplutonium","weapon grade plutonium","weapons grade plutonium",3,-0.0001069,0.0004058,0,13,13,1
"981","westernenergycrisi","western energy crisi","western energy crisis",3,6.73e-05,-7.82e-05,18,0,-18,0
"982","whitecareact","white care act","white care act",3,0.0028751,-0.0047166,44,3,-41,0.0638297872340425
"983","whitehousecongress","white house congress","white house and the congress",3,0.0001823,-0.0001586,24,2,-22,0.0769230769230769
"984","whitehouseofficial","white house official","white house official",3,0.0003655,-0.0005554,29,2,-27,0.0645161290322581
"985","whitehousepress","white house press","white house press",3,0.0003216,-0.000512,18,0,-18,0
"986","whitehouserepublican","white house republican","white house and the republican",3,0.0002659,-0.0003499,40,4,-36,0.0909090909090909
"987","wildbird","wild bird","wild birds",2,0.0003042,-0.0003728,33,0,-33,0
"988","wildliferefuge","wildlife refuge","wildlife refuge",2,0.0019843,-0.0002268,355,81,-274,0.185779816513761
"989","winwarterror","win war terror","win the war on terror",3,-0.0005278,0.0016777,7,30,23,0.810810810810811
"990","winningwar","winning war","winning the war",2,-0.0005021,0.0017326,10,50,40,0.833333333333333
"991","winningwariraq","winning war iraq","winning the war in iraq",3,-0.0001316,0.0003515,0,14,14,1
"992","winningwarterror","winning war terror","winning the war on terror",3,-0.0002773,0.0009151,1,21,20,0.954545454545455
"993","witnesstestify","witness testify","witnesses may testify",2,-0.000257,0.0008642,2,51,49,0.962264150943396
"994","womenarmedforce","women armed force","women of our armed forces",3,0.000114,0.0012424,43,73,30,0.629310344827586
"995","workerright","worker right","workers rights",2,0.0024425,-0.0033302,158,14,-144,0.0813953488372093
"996","worldpoorest","world poorest","world poorest",2,0.0007167,-0.0010439,45,5,-40,0.1
"997","worldpoorestpeople","world poorest people","world poorest people",3,0.0001632,-0.0002498,20,0,-20,0
"998","worldtrade","world trade","world trade",2,-0.0012355,0.0081199,124,199,75,0.61609907120743
"999","worldtradeorganizati","world trade organization","world trade organization",3,-0.000309,0.0020674,45,80,35,0.64
"1000","wrongdirection","wrong direction","wrong direction",2,0.0008661,-0.0007167,111,22,-89,0.165413533834586
